LOG_INTERVAL_USEC,5000
rec#,adc0,adc1,adc2,adc3
1142,3618,0,2281,0
1143,3612,0,2277,0
1144,3617,0,2274,0
1145,3615,0,2276,0
1146,3617,0,2282,0
1147,3618,0,2282,0
1148,3616,0,2275,0
1149,3617,0,2287,0
1150,3617,0,2290,0
1151,3615,0,2302,0
1152,3618,0,2315,0
1153,3616,0,2326,0
1154,3616,0,2339,0
1155,3615,0,2351,0
1156,3616,0,2352,0
1157,3618,0,2355,0
1158,3617,0,2352,0
1159,3615,0,2352,0
1160,3615,0,2352,0
1161,3618,0,2352,0
1162,3618,0,2352,0
1163,3618,0,2355,0
1164,3616,0,2357,0
1165,3618,0,2361,0
1166,3617,0,2358,0
1167,3622,0,2357,0
1168,3617,0,2349,0
1169,3617,0,2353,0
1170,3615,0,2363,0
1171,3617,0,2367,0
1172,3616,0,2373,0
1173,3615,0,2379,0
1174,3618,0,2384,0
1175,3617,0,2384,0
1176,3618,0,2386,0
1177,3619,0,2387,0
1178,3617,0,2391,0
1179,3617,0,2391,0
1180,3617,0,2386,0
1181,3619,0,2385,0
1182,3614,0,2389,0
1183,3619,0,2391,0
1184,3619,0,2400,0
1185,3623,0,2401,0
1186,3619,0,2402,0
1187,3618,0,2377,0
1188,3616,0,2387,0
1189,3621,0,2399,0
1190,3617,0,2403,0
1191,3621,0,2414,0
1192,3619,0,2419,0
1193,3625,0,2426,0
1194,3620,0,2427,0
1195,3615,0,2431,0
1196,3620,0,2431,0
1197,3617,0,2433,0
1198,3615,0,2433,0
1199,3619,0,2431,0
1200,3617,0,2433,0
1201,3619,0,2430,0
1202,3617,0,2428,0
1203,3617,0,2425,0
1204,3621,0,2421,0
1205,3618,0,2417,0
1206,3618,0,2412,0
1207,3617,0,2375,0
1208,3616,0,2381,0
1209,3615,0,2370,0
1210,3615,0,2355,0
1211,3617,0,2346,0
1212,3617,0,2325,0
1213,3616,0,2317,0
1214,3617,0,2307,0
1215,3618,0,2306,0
1216,3615,0,2310,0
1217,3617,0,2315,0
1218,3617,0,2319,0
1219,3617,0,2318,0
1220,3616,0,2314,0
1221,3616,0,2314,0
1222,3615,0,2315,0
1223,3617,0,2315,0
1224,3618,0,2316,0
1225,3616,0,2315,0
1226,3617,0,2314,0
1227,3615,0,2288,0
1228,3616,0,2301,0
1229,3615,0,2295,0
1230,3619,0,2291,0
1231,3617,0,2287,0
1232,3617,0,2281,0
1233,3616,0,2270,0
1234,3616,0,2261,0
1235,3616,0,2256,0
1236,3616,0,2252,0
1237,3615,0,2247,0
1238,3622,0,2243,0
1239,3614,0,2239,0
1240,3618,0,2238,0
1241,3619,0,2238,0
1242,3612,0,2241,0
1243,3619,0,2246,0
1244,3613,0,2256,0
1245,3615,0,2261,0
1246,3618,0,2267,0
1247,3615,0,2249,0
1248,3615,0,2257,0
1249,3617,0,2259,0
1250,3617,0,2256,0
1251,3617,0,2255,0
1252,3615,0,2249,0
1253,3616,0,2241,0
1254,3615,0,2238,0
1255,3614,0,2241,0
1256,3617,0,2250,0
1257,3617,0,2258,0
1258,3618,0,2271,0
1259,3618,0,2284,0
1260,3616,0,2288,0
1261,3620,0,2293,0
1262,3617,0,2299,0
1263,3617,0,2302,0
1264,3618,0,2304,0
1265,3615,0,2306,0
1266,3616,0,2312,0
1267,3617,0,2299,0
1268,3616,0,2315,0
1269,3613,0,2319,0
1270,3615,0,2324,0
1271,3622,0,2327,0
1272,3621,0,2325,0
1273,3617,0,2336,0
1274,3617,0,2328,0
1275,3619,0,2336,0
1276,3618,0,2343,0
1277,3614,0,2343,0
1278,3617,0,2345,0
1279,3617,0,2350,0
1280,3616,0,2352,0
1281,3615,0,2359,0
1282,3620,0,2368,0
1283,3617,0,2375,0
1284,3618,0,2382,0
1285,3618,0,2387,0
1286,3619,0,2391,0
1287,3615,0,2385,0
1288,3618,0,2406,0
1289,3617,0,2416,0
1290,3618,0,2419,0
1291,3617,0,2418,0
1292,3619,0,2416,0
1293,3615,0,2407,0
1294,3620,0,2395,0
1295,3617,0,2384,0
1296,3618,0,2381,0
1297,3618,0,2384,0
1298,3617,0,2390,0
1299,3619,0,2404,0
1300,3622,0,2410,0
1301,3617,0,2409,0
1302,3619,0,2410,0
1303,3617,0,2414,0
1304,3621,0,2421,0
1305,3618,0,2439,0
1306,3615,0,2461,0
1307,3622,0,2467,0
1308,3617,0,2490,0
1309,3615,0,2497,0
1310,3621,0,2497,0
1311,3617,0,2492,0
1312,3618,0,2481,0
1313,3621,0,2464,0
1314,3618,0,2446,0
1315,3617,0,2429,0
1316,3618,0,2411,0
1317,3618,0,2395,0
1318,3616,0,2382,0
1319,3617,0,2366,0
1320,3617,0,2351,0
1321,3617,0,2333,0
1322,3621,0,2320,0
1323,3618,0,2309,0
1324,3615,0,2304,0
1325,3622,0,2303,0
1326,3617,0,2299,0
1327,3619,0,2288,0
1328,3613,0,2291,0
1329,3617,0,2294,0
1330,3616,0,2297,0
1331,3615,0,2305,0
1332,3617,0,2311,0
1333,3617,0,2320,0
1334,3618,0,2330,0
1335,3617,0,2338,0
1336,3616,0,2343,0
1337,3619,0,2347,0
1338,3616,0,2347,0
1339,3615,0,2346,0
1340,3616,0,2346,0
1341,3619,0,2339,0
1342,3616,0,2337,0
1343,3616,0,2332,0
1344,3616,0,2325,0
1345,3617,0,2320,0
1346,3620,0,2288,0
1347,3617,0,2294,0
1348,3615,0,2288,0
1349,3616,0,2279,0
1350,3615,0,2272,0
1351,3617,0,2262,0
1352,3618,0,2259,0
1353,3618,0,2256,0
1354,3615,0,2251,0
1355,3617,0,2241,0
1356,3620,0,2238,0
1357,3619,0,2238,0
1358,3619,0,2235,0
1359,3617,0,2231,0
1360,3615,0,2227,0
1361,3619,0,2225,0
1362,3613,0,2229,0
1363,3615,0,2231,0
1364,3618,0,2234,0
1365,3617,0,2233,0
1366,3617,0,2209,0
1367,3615,0,2227,0
1368,3618,0,2235,0
1369,3618,0,2239,0
1370,3618,0,2242,0
1371,3614,0,2241,0
1372,3616,0,2245,0
1373,3613,0,2245,0
1374,3616,0,2246,0
1375,3616,0,2247,0
1376,3613,0,2253,0
1377,3616,0,2255,0
1378,3614,0,2258,0
1379,3616,0,2266,0
1380,3614,0,2271,0
1381,3618,0,2275,0
1382,3619,0,2278,0
1383,3619,0,2284,0
1384,3618,0,2288,0
1385,3616,0,2293,0
1386,3613,0,2284,0
1387,3618,0,2314,0
1388,3618,0,2333,0
1389,3617,0,2347,0
1390,3619,0,2360,0
1391,3618,0,2369,0
1392,3618,0,2377,0
1393,3610,0,2384,0
1394,3614,0,2384,0
1395,3617,0,2384,0
1396,3617,0,2384,0
1397,3616,0,2384,0
1398,3618,0,2384,0
1399,3615,0,2384,0
1400,3618,0,2385,0
1401,3617,0,2384,0
1402,3616,0,2384,0
1403,3619,0,2382,0
1404,3617,0,2383,0
1405,3619,0,2383,0
1406,3622,0,2367,0
1407,3616,0,2386,0
1408,3616,0,2398,0
1409,3615,0,2407,0
1410,3621,0,2415,0
1411,3619,0,2416,0
1412,3617,0,2415,0
1413,3616,0,2413,0
1414,3617,0,2409,0
1415,3616,0,2402,0
1416,3617,0,2407,0
1417,3617,0,2402,0
1418,3613,0,2401,0
1419,3616,0,2399,0
1420,3619,0,2397,0
1421,3614,0,2398,0
1422,3616,0,2396,0
1423,3619,0,2393,0
1424,3617,0,2393,0
1425,3615,0,2393,0
1426,3616,0,2384,0
1427,3616,0,2406,0
1428,3615,0,2416,0
1429,3617,0,2423,0
1430,3617,0,2428,0
1431,3619,0,2428,0
1432,3614,0,2427,0
1433,3619,0,2425,0
1434,3616,0,2427,0
1435,3615,0,2431,0
1436,3614,0,2430,0
1437,3617,0,2423,0
1438,3617,0,2414,0
1439,3616,0,2401,0
1440,3615,0,2385,0
1441,3613,0,2373,0
1442,3615,0,2365,0
1443,3615,0,2355,0
1444,3616,0,2343,0
1445,3615,0,2334,0
1446,3618,0,2308,0
1447,3617,0,2313,0
1448,3612,0,2313,0
1449,3618,0,2317,0
1450,3616,0,2315,0
1451,3614,0,2310,0
1452,3618,0,2307,0
1453,3614,0,2311,0
1454,3617,0,2315,0
1455,3616,0,2317,0
1456,3615,0,2317,0
1457,3617,0,2309,0
1458,3616,0,2304,0
1459,3614,0,2304,0
1460,3619,0,2302,0
1461,3616,0,2300,0
1462,3615,0,2298,0
1463,3615,0,2295,0
1464,3616,0,2291,0
1465,3614,0,2290,0
1466,3614,0,2274,0
1467,3616,0,2277,0
1468,3616,0,2271,0
1469,3611,0,2263,0
1470,3615,0,2256,0
1471,3613,0,2247,0
1472,3614,0,2241,0
1473,3618,0,2239,0
1474,3610,0,2237,0
1475,3615,0,2239,0
1476,3619,0,2242,0
1477,3617,0,2246,0
1478,3616,0,2250,0
1479,3615,0,2252,0
1480,3613,0,2255,0
1481,3617,0,2256,0
1482,3616,0,2257,0
1483,3614,0,2259,0
1484,3614,0,2262,0
1485,3616,0,2260,0
1486,3617,0,2246,0
1487,3615,0,2253,0
1488,3614,0,2245,0
1489,3613,0,2245,0
1490,3615,0,2247,0
1491,3615,0,2253,0
1492,3617,0,2257,0
1493,3611,0,2267,0
1494,3615,0,2275,0
1495,3618,0,2275,0
1496,3616,0,2279,0
1497,3618,0,2287,0
1498,3614,0,2289,0
1499,3617,0,2303,0
1500,3615,0,2307,0
1501,3614,0,2311,0
1502,3614,0,2311,0
1503,3614,0,2309,0
1504,3615,0,2309,0
1505,3616,0,2311,0
1506,3617,0,2304,0
1507,3613,0,2309,0
1508,3616,0,2314,0
1509,3613,0,2317,0
1510,3619,0,2315,0
1511,3617,0,2320,0
1512,3617,0,2317,0
1513,3615,0,2317,0
1514,3618,0,2315,0
1515,3617,0,2315,0
1516,3615,0,2316,0
1517,3613,0,2319,0
1518,3614,0,2327,0
1519,3615,0,2346,0
1520,3616,0,2354,0
1521,3617,0,2375,0
1522,3617,0,2393,0
1523,3618,0,2415,0
1524,3617,0,2419,0
1525,3617,0,2438,0
1526,3618,0,2421,0
1527,3617,0,2419,0
1528,3617,0,2421,0
1529,3617,0,2413,0
1530,3617,0,2395,0
1531,3616,0,2385,0
1532,3615,0,2387,0
1533,3617,0,2390,0
1534,3617,0,2390,0
1535,3617,0,2385,0
1536,3617,0,2385,0
1537,3622,0,2393,0
1538,3618,0,2399,0
1539,3614,0,2397,0
1540,3616,0,2405,0
1541,3619,0,2416,0
1542,3616,0,2432,0
1543,3616,0,2449,0
1544,3618,0,2470,0
1545,3616,0,2458,0
1546,3617,0,2487,0
1547,3617,0,2499,0
1548,3621,0,2503,0
1549,3616,0,2496,0
1550,3622,0,2479,0
1551,3618,0,2453,0
1552,3618,0,2432,0
1553,3617,0,2413,0
1554,3618,0,2386,0
1555,3615,0,2367,0
1556,3618,0,2352,0
1557,3617,0,2337,0
1558,3614,0,2326,0
1559,3615,0,2318,0
1560,3617,0,2306,0
1561,3617,0,2303,0
1562,3613,0,2295,0
1563,3617,0,2297,0
1564,3616,0,2298,0
1565,3616,0,2278,0
1566,3619,0,2302,0
1567,3617,0,2317,0
1568,3618,0,2321,0
1569,3615,0,2327,0
1570,3614,0,2338,0
1571,3616,0,2351,0
1572,3619,0,2366,0
1573,3617,0,2379,0
1574,3615,0,2384,0
1575,3617,0,2387,0
1576,3619,0,2385,0
1577,3613,0,2384,0
1578,3615,0,2382,0
1579,3618,0,2375,0
1580,3618,0,2373,0
1581,3615,0,2367,0
1582,3618,0,2356,0
1583,3616,0,2343,0
1584,3615,0,2325,0
1585,3614,0,2288,0
1586,3617,0,2287,0
1587,3618,0,2270,0
1588,3616,0,2259,0
1589,3618,0,2255,0
1590,3614,0,2251,0
1591,3617,0,2245,0
1592,3617,0,2240,0
1593,3614,0,2234,0
1594,3616,0,2234,0
1595,3615,0,2226,0
1596,3615,0,2226,0
1597,3616,0,2225,0
1598,3615,0,2227,0
1599,3615,0,2226,0
1600,3616,0,2228,0
1601,3613,0,2228,0
1602,3612,0,2230,0
1603,3614,0,2235,0
1604,3617,0,2239,0
1605,3615,0,2222,0
1606,3615,0,2229,0
1607,3616,0,2231,0
1608,3613,0,2233,0
1609,3618,0,2237,0
1610,3618,0,2240,0
1611,3617,0,2243,0
1612,3615,0,2247,0
1613,3619,0,2252,0
1614,3614,0,2256,0
1615,3614,0,2256,0
1616,3616,0,2258,0
1617,3617,0,2267,0
1618,3616,0,2271,0
1619,3617,0,2277,0
1620,3618,0,2278,0
1621,3613,0,2277,0
1622,3616,0,2279,0
1623,3619,0,2279,0
1624,3621,0,2285,0
1625,3616,0,2279,0
1626,3618,0,2294,0
1627,3618,0,2310,0
1628,3613,0,2320,0
1629,3615,0,2327,0
1630,3617,0,2338,0
1631,3617,0,2346,0
1632,3617,0,2352,0
1633,3622,0,2352,0
1634,3618,0,2358,0
1635,3614,0,2363,0
1636,3617,0,2367,0
1637,3617,0,2370,0
1638,3614,0,2375,0
1639,3616,0,2383,0
1640,3617,0,2384,0
1641,3615,0,2385,0
1642,3618,0,2386,0
1643,3615,0,2389,0
1644,3617,0,2398,0
1645,3618,0,2394,0
1646,3618,0,2411,0
1647,3619,0,2416,0
1648,3618,0,2417,0
1649,3614,0,2416,0
1650,3617,0,2416,0
1651,3617,0,2416,0
1652,3613,0,2416,0
1653,3614,0,2415,0
1654,3617,0,2411,0
1655,3615,0,2405,0
1656,3613,0,2399,0
1657,3615,0,2403,0
1658,3616,0,2401,0
1659,3617,0,2410,0
1660,3617,0,2418,0
1661,3617,0,2427,0
1662,3617,0,2431,0
1663,3615,0,2434,0
1664,3616,0,2438,0
1665,3617,0,2430,0
1666,3615,0,2441,0
1667,3618,0,2450,0
1668,3617,0,2455,0
1669,3615,0,2463,0
1670,3616,0,2469,0
1671,3619,0,2469,0
1672,3618,0,2467,0
1673,3622,0,2466,0
1674,3618,0,2458,0
1675,3616,0,2448,0
1676,3617,0,2437,0
1677,3615,0,2421,0
1678,3616,0,2401,0
1679,3619,0,2384,0
1680,3617,0,2369,0
1681,3616,0,2352,0
1682,3615,0,2338,0
1683,3614,0,2325,0
1684,3618,0,2318,0
1685,3616,0,2301,0
1686,3616,0,2304,0
1687,3616,0,2305,0
1688,3615,0,2305,0
1689,3617,0,2305,0
1690,3616,0,2301,0
1691,3617,0,2293,0
1692,3617,0,2288,0
1693,3614,0,2283,0
1694,3617,0,2283,0
1695,3616,0,2285,0
1696,3616,0,2287,0
1697,3619,0,2290,0
1698,3614,0,2288,0
1699,3616,0,2288,0
1700,3616,0,2283,0
1701,3617,0,2274,0
1702,3615,0,2267,0
1703,3615,0,2257,0
1704,3616,0,2241,0
1705,3615,0,2234,0
1706,3616,0,2231,0
1707,3616,0,2231,0
1708,3618,0,2226,0
1709,3615,0,2224,0
1710,3613,0,2215,0
1711,3611,0,2211,0
1712,3613,0,2210,0
1713,3617,0,2206,0
1714,3618,0,2206,0
1715,3616,0,2209,0
1716,3614,0,2217,0
1717,3615,0,2227,0
1718,3613,0,2237,0
1719,3615,0,2245,0
1720,3614,0,2256,0
1721,3615,0,2261,0
1722,3616,0,2266,0
1723,3619,0,2262,0
1724,3611,0,2241,0
1725,3616,0,2258,0
1726,3617,0,2265,0
1727,3619,0,2273,0
1728,3614,0,2279,0
1729,3617,0,2281,0
1730,3619,0,2288,0
1731,3614,0,2288,0
1732,3615,0,2288,0
1733,3612,0,2293,0
1734,3616,0,2301,0
1735,3614,0,2309,0
1736,3617,0,2316,0
1737,3616,0,2320,0
1738,3613,0,2325,0
1739,3616,0,2326,0
1740,3616,0,2323,0
1741,3618,0,2320,0
1742,3619,0,2319,0
1743,3615,0,2314,0
1744,3615,0,2289,0
1745,3615,0,2301,0
1746,3618,0,2304,0
1747,3615,0,2309,0
1748,3614,0,2317,0
1749,3614,0,2322,0
1750,3616,0,2327,0
1751,3616,0,2330,0
1752,3614,0,2334,0
1753,3619,0,2339,0
1754,3616,0,2346,0
1755,3619,0,2352,0
1756,3613,0,2361,0
1757,3615,0,2371,0
1758,3614,0,2382,0
1759,3617,0,2386,0
1760,3618,0,2393,0
1761,3615,0,2396,0
1762,3618,0,2397,0
1763,3615,0,2390,0
1764,3614,0,2370,0
1765,3617,0,2375,0
1766,3620,0,2377,0
1767,3619,0,2375,0
1768,3618,0,2381,0
1769,3613,0,2385,0
1770,3618,0,2395,0
1771,3619,0,2401,0
1772,3616,0,2409,0
1773,3617,0,2410,0
1774,3623,0,2414,0
1775,3611,0,2416,0
1776,3619,0,2427,0
1777,3618,0,2443,0
1778,3617,0,2461,0
1779,3619,0,2480,0
1780,3619,0,2495,0
1781,3617,0,2502,0
1782,3618,0,2502,0
1783,3618,0,2497,0
1784,3619,0,2480,0
1785,3615,0,2471,0
1786,3620,0,2453,0
1787,3616,0,2435,0
1788,3617,0,2416,0
1789,3620,0,2398,0
1790,3615,0,2382,0
1791,3615,0,2365,0
1792,3618,0,2352,0
1793,3622,0,2337,0
1794,3617,0,2323,0
1795,3618,0,2314,0
1796,3616,0,2304,0
1797,3617,0,2297,0
1798,3617,0,2299,0
1799,3616,0,2297,0
1800,3615,0,2301,0
1801,3615,0,2298,0
1802,3617,0,2298,0
1803,3616,0,2300,0
1804,3615,0,2299,0
1805,3618,0,2317,0
1806,3616,0,2322,0
1807,3616,0,2332,0
1808,3618,0,2333,0
1809,3618,0,2336,0
1810,3614,0,2337,0
1811,3616,0,2340,0
1812,3615,0,2341,0
1813,3615,0,2349,0
1814,3617,0,2351,0
1815,3618,0,2349,0
1816,3617,0,2346,0
1817,3620,0,2339,0
1818,3615,0,2331,0
1819,3617,0,2319,0
1820,3616,0,2306,0
1821,3619,0,2291,0
1822,3616,0,2281,0
1823,3619,0,2282,0
1824,3617,0,2256,0
1825,3615,0,2255,0
1826,3614,0,2249,0
1827,3615,0,2247,0
1828,3615,0,2241,0
1829,3617,0,2238,0
1830,3616,0,2238,0
1831,3616,0,2233,0
1832,3617,0,2230,0
1833,3618,0,2230,0
1834,3615,0,2229,0
1835,3617,0,2227,0
1836,3618,0,2224,0
1837,3619,0,2224,0
1838,3612,0,2218,0
1839,3619,0,2217,0
1840,3617,0,2222,0
1841,3617,0,2223,0
1842,3617,0,2224,0
1843,3618,0,2201,0
1844,3617,0,2226,0
1845,3618,0,2240,0
1846,3617,0,2252,0
1847,3615,0,2259,0
1848,3617,0,2272,0
1849,3617,0,2279,0
1850,3614,0,2285,0
1851,3614,0,2288,0
1852,3618,0,2289,0
1853,3618,0,2290,0
1854,3614,0,2291,0
1855,3615,0,2294,0
1856,3611,0,2294,0
1857,3614,0,2293,0
1858,3613,0,2295,0
1859,3615,0,2303,0
1860,3616,0,2307,0
1861,3616,0,2317,0
1862,3614,0,2321,0
1863,3615,0,2306,0
1864,3620,0,2327,0
1865,3612,0,2339,0
1866,3616,0,2349,0
1867,3620,0,2352,0
1868,3615,0,2358,0
1869,3618,0,2365,0
1870,3617,0,2367,0
1871,3616,0,2367,0
1872,3614,0,2364,0
1873,3616,0,2366,0
1874,3619,0,2365,0
1875,3617,0,2368,0
1876,3616,0,2373,0
1877,3614,0,2383,0
1878,3617,0,2389,0
1879,3618,0,2399,0
1880,3618,0,2406,0
1881,3615,0,2415,0
1882,3615,0,2416,0
1883,3617,0,2406,0
1884,3617,0,2425,0
1885,3614,0,2429,0
1886,3616,0,2427,0
1887,3618,0,2425,0
1888,3618,0,2423,0
1889,3619,0,2421,0
1890,3616,0,2420,0
1891,3619,0,2416,0
1892,3617,0,2414,0
1893,3617,0,2405,0
1894,3619,0,2395,0
1895,3618,0,2388,0
1896,3618,0,2387,0
1897,3616,0,2387,0
1898,3617,0,2399,0
1899,3615,0,2409,0
1900,3616,0,2422,0
1901,3617,0,2432,0
1902,3617,0,2435,0
1903,3616,0,2416,0
1904,3617,0,2423,0
1905,3613,0,2420,0
1906,3616,0,2427,0
1907,3616,0,2431,0
1908,3617,0,2435,0
1909,3617,0,2447,0
1910,3619,0,2448,0
1911,3618,0,2447,0
1912,3615,0,2441,0
1913,3619,0,2431,0
1914,3618,0,2420,0
1915,3619,0,2411,0
1916,3617,0,2398,0
1917,3617,0,2388,0
1918,3617,0,2378,0
1919,3619,0,2365,0
1920,3616,0,2352,0
1921,3615,0,2343,0
1922,3616,0,2331,0
1923,3615,0,2311,0
1924,3617,0,2319,0
1925,3615,0,2318,0
1926,3615,0,2314,0
1927,3614,0,2310,0
1928,3615,0,2307,0
1929,3615,0,2303,0
1930,3615,0,2303,0
1931,3618,0,2304,0
1932,3615,0,2311,0
1933,3612,0,2318,0
1934,3615,0,2320,0
1935,3616,0,2323,0
1936,3614,0,2322,0
1937,3615,0,2321,0
1938,3615,0,2315,0
1939,3616,0,2309,0
1940,3617,0,2298,0
1941,3616,0,2288,0
1942,3615,0,2272,0
1943,3619,0,2252,0
1944,3615,0,2251,0
1945,3614,0,2245,0
1946,3613,0,2243,0
1947,3615,0,2238,0
1948,3612,0,2235,0
1949,3619,0,2228,0
1950,3612,0,2224,0
1951,3615,0,2224,0
1952,3614,0,2224,0
1953,3617,0,2224,0
1954,3616,0,2224,0
1955,3618,0,2229,0
1956,3615,0,2233,0
1957,3616,0,2234,0
1958,3614,0,2233,0
1959,3614,0,2233,0
1960,3614,0,2234,0
1961,3615,0,2239,0
1962,3616,0,2246,0
1963,3617,0,2242,0
1964,3615,0,2256,0
1965,3615,0,2263,0
1966,3614,0,2271,0
1967,3619,0,2274,0
1968,3614,0,2275,0
1969,3615,0,2275,0
1970,3616,0,2274,0
1971,3618,0,2269,0
1972,3617,0,2266,0
1973,3615,0,2265,0
1974,3614,0,2265,0
1975,3615,0,2269,0
1976,3617,0,2274,0
1977,3615,0,2279,0
1978,3614,0,2282,0
1979,3615,0,2288,0
1980,3614,0,2290,0
1981,3618,0,2295,0
1982,3616,0,2299,0
1983,3615,0,2288,0
1984,3617,0,2297,0
1985,3617,0,2299,0
1986,3615,0,2299,0
1987,3613,0,2297,0
1988,3617,0,2297,0
1989,3617,0,2294,0
1990,3613,0,2299,0
1991,3617,0,2297,0
1992,3616,0,2299,0
1993,3613,0,2303,0
1994,3615,0,2306,0
1995,3617,0,2314,0
1996,3615,0,2319,0
1997,3617,0,2321,0
1998,3616,0,2333,0
1999,3615,0,2345,0
2000,3617,0,2353,0
2001,3614,0,2366,0
2002,3617,0,2384,0
2003,3618,0,2377,0
2004,3617,0,2390,0
2005,3615,0,2394,0
2006,3617,0,2389,0
2007,3616,0,2383,0
2008,3615,0,2375,0
2009,3618,0,2371,0
2010,3615,0,2370,0
2011,3616,0,2375,0
2012,3615,0,2373,0
2013,3619,0,2378,0
2014,3616,0,2384,0
2015,3614,0,2392,0
2016,3616,0,2403,0
2017,3616,0,2409,0
2018,3616,0,2416,0
2019,3621,0,2427,0
2020,3614,0,2448,0
2021,3616,0,2471,0
2022,3619,0,2479,0
2023,3617,0,2495,0
2024,3614,0,2510,0
2025,3617,0,2517,0
2026,3618,0,2525,0
2027,3619,0,2530,0
2028,3615,0,2528,0
2029,3617,0,2522,0
2030,3615,0,2512,0
2031,3621,0,2493,0
2032,3621,0,2470,0
2033,3623,0,2445,0
2034,3618,0,2423,0
2035,3615,0,2409,0
2036,3620,0,2385,0
2037,3615,0,2367,0
2038,3616,0,2346,0
2039,3616,0,2325,0
2040,3614,0,2308,0
2041,3615,0,2301,0
2042,3615,0,2277,0
2043,3616,0,2299,0
2044,3614,0,2318,0
2045,3615,0,2330,0
2046,3616,0,2340,0
2047,3614,0,2351,0
2048,3616,0,2352,0
2049,3619,0,2354,0
2050,3619,0,2358,0
2051,3620,0,2363,0
2052,3616,0,2368,0
2053,3617,0,2369,0
2054,3620,0,2370,0
2055,3617,0,2367,0
2056,3620,0,2363,0
2057,3615,0,2352,0
2058,3615,0,2335,0
2059,3614,0,2319,0
2060,3614,0,2304,0
2061,3613,0,2294,0
2062,3614,0,2272,0
2063,3614,0,2285,0
2064,3618,0,2282,0
2065,3617,0,2279,0
2066,3614,0,2278,0
2067,3615,0,2273,0
2068,3617,0,2271,0
2069,3621,0,2269,0
2070,3621,0,2265,0
2071,3615,0,2267,0
2072,3616,0,2267,0
2073,3614,0,2272,0
2074,3617,0,2276,0
2075,3615,0,2283,0
2076,3615,0,2289,0
2077,3616,0,2299,0
2078,3616,0,2305,0
2079,3615,0,2310,0
2080,3616,0,2313,0
2081,3619,0,2313,0
2082,3616,0,2294,0
2083,3617,0,2306,0
2084,3619,0,2305,0
2085,3615,0,2304,0
2086,3619,0,2302,0
2087,3616,0,2299,0
2088,3615,0,2299,0
2089,3619,0,2295,0
2090,3615,0,2299,0
2091,3621,0,2301,0
2092,3614,0,2310,0
2093,3615,0,2315,0
2094,3618,0,2320,0
2095,3616,0,2326,0
2096,3615,0,2336,0
2097,3616,0,2339,0
2098,3617,0,2344,0
2099,3614,0,2346,0
2100,3617,0,2350,0
2101,3617,0,2352,0
2102,3617,0,2339,0
2103,3617,0,2352,0
2104,3614,0,2355,0
2105,3617,0,2354,0
2106,3615,0,2349,0
2107,3616,0,2334,0
2108,3613,0,2321,0
2109,3614,0,2315,0
2110,3615,0,2304,0
2111,3615,0,2302,0
2112,3615,0,2295,0
2113,3614,0,2290,0
2114,3614,0,2291,0
2115,3613,0,2294,0
2116,3611,0,2303,0
2117,3618,0,2305,0
2118,3616,0,2305,0
2119,3618,0,2307,0
2120,3616,0,2306,0
2121,3614,0,2302,0
2122,3615,0,2288,0
2123,3613,0,2299,0
2124,3617,0,2305,0
2125,3618,0,2309,0
2126,3615,0,2309,0
2127,3616,0,2314,0
2128,3614,0,2314,0
2129,3615,0,2327,0
2130,3616,0,2343,0
2131,3615,0,2356,0
2132,3614,0,2374,0
2133,3614,0,2387,0
2134,3616,0,2398,0
2135,3615,0,2405,0
2136,3615,0,2411,0
2137,3614,0,2405,0
2138,3613,0,2407,0
2139,3616,0,2410,0
2140,3617,0,2401,0
2141,3616,0,2389,0
2142,3619,0,2368,0
2143,3617,0,2363,0
2144,3618,0,2352,0
2145,3611,0,2345,0
2146,3614,0,2335,0
2147,3617,0,2320,0
2148,3617,0,2307,0
2149,3617,0,2297,0
2150,3615,0,2289,0
2151,3617,0,2288,0
2152,3616,0,2291,0
2153,3611,0,2289,0
2154,3615,0,2295,0
2155,3617,0,2301,0
2156,3613,0,2310,0
2157,3616,0,2320,0
2158,3617,0,2325,0
2159,3616,0,2334,0
2160,3614,0,2336,0
2161,3616,0,2320,0
2162,3615,0,2343,0
2163,3617,0,2352,0
2164,3616,0,2359,0
2165,3617,0,2364,0
2166,3615,0,2367,0
2167,3618,0,2368,0
2168,3618,0,2368,0
2169,3616,0,2369,0
2170,3615,0,2370,0
2171,3615,0,2368,0
2172,3617,0,2369,0
2173,3616,0,2368,0
2174,3615,0,2367,0
2175,3614,0,2367,0
2176,3615,0,2367,0
2177,3616,0,2359,0
2178,3619,0,2355,0
2179,3616,0,2352,0
2180,3615,0,2349,0
2181,3616,0,2319,0
2182,3615,0,2327,0
2183,3614,0,2330,0
2184,3615,0,2323,0
2185,3615,0,2320,0
2186,3613,0,2316,0
2187,3615,0,2314,0
2188,3615,0,2310,0
2189,3615,0,2309,0
2190,3613,0,2315,0
2191,3618,0,2317,0
2192,3615,0,2320,0
2193,3611,0,2320,0
2194,3616,0,2319,0
2195,3617,0,2317,0
2196,3616,0,2316,0
2197,3617,0,2314,0
2198,3616,0,2318,0
2199,3616,0,2320,0
2200,3613,0,2320,0
2201,3615,0,2299,0
2202,3613,0,2315,0
2203,3614,0,2320,0
2204,3617,0,2320,0
2205,3616,0,2320,0
2206,3616,0,2320,0
2207,3614,0,2321,0
2208,3617,0,2324,0
2209,3616,0,2327,0
2210,3615,0,2329,0
2211,3615,0,2334,0
2212,3618,0,2336,0
2213,3618,0,2332,0
2214,3614,0,2327,0
2215,3617,0,2331,0
